image_path,mask_path,class,label
benign/image/synthetic_benign_054.png,benign/mask/synthetic_benign_054_mask.png,benign,0
benign/image/synthetic_benign_055.png,benign/mask/synthetic_benign_055_mask.png,benign,0
benign/image/synthetic_benign_056.png,benign/mask/synthetic_benign_056_mask.png,benign,0
benign/image/synthetic_benign_057.png,benign/mask/synthetic_benign_057_mask.png,benign,0
benign/image/synthetic_benign_058.png,benign/mask/synthetic_benign_058_mask.png,benign,0
benign/image/synthetic_benign_059.png,benign/mask/synthetic_benign_059_mask.png,benign,0
benign/image/synthetic_benign_060.png,benign/mask/synthetic_benign_060_mask.png,benign,0
benign/image/synthetic_benign_061.png,benign/mask/synthetic_benign_061_mask.png,benign,0
benign/image/synthetic_benign_062.png,benign/mask/synthetic_benign_062_mask.png,benign,0
benign/image/synthetic_benign_063.png,benign/mask/synthetic_benign_063_mask.png,benign,0
benign/image/synthetic_benign_064.png,benign/mask/synthetic_benign_064_mask.png,benign,0
benign/image/synthetic_benign_065.png,benign/mask/synthetic_benign_065_mask.png,benign,0
benign/image/synthetic_benign_066.png,benign/mask/synthetic_benign_066_mask.png,benign,0
benign/image/synthetic_benign_067.png,benign/mask/synthetic_benign_067_mask.png,benign,0
benign/image/synthetic_benign_068.png,benign/mask/synthetic_benign_068_mask.png,benign,0
benign/image/synthetic_benign_069.png,benign/mask/synthetic_benign_069_mask.png,benign,0
benign/image/synthetic_benign_070.png,benign/mask/synthetic_benign_070_mask.png,benign,0
benign/image/synthetic_benign_071.png,benign/mask/synthetic_benign_071_mask.png,benign,0
benign/image/synthetic_benign_072.png,benign/mask/synthetic_benign_072_mask.png,benign,0
benign/image/synthetic_benign_073.png,benign/mask/synthetic_benign_073_mask.png,benign,0
benign/image/synthetic_benign_074.png,benign/mask/synthetic_benign_074_mask.png,benign,0
benign/image/synthetic_benign_075.png,benign/mask/synthetic_benign_075_mask.png,benign,0
benign/image/synthetic_benign_076.png,benign/mask/synthetic_benign_076_mask.png,benign,0
benign/image/synthetic_benign_077.png,benign/mask/synthetic_benign_077_mask.png,benign,0
benign/image/synthetic_benign_078.png,benign/mask/synthetic_benign_078_mask.png,benign,0
benign/image/synthetic_benign_079.png,benign/mask/synthetic_benign_079_mask.png,benign,0
benign/image/synthetic_benign_080.png,benign/mask/synthetic_benign_080_mask.png,benign,0
benign/image/synthetic_benign_081.png,benign/mask/synthetic_benign_081_mask.png,benign,0
benign/image/synthetic_benign_082.png,benign/mask/synthetic_benign_082_mask.png,benign,0
benign/image/synthetic_benign_083.png,benign/mask/synthetic_benign_083_mask.png,benign,0
benign/image/synthetic_benign_084.png,benign/mask/synthetic_benign_084_mask.png,benign,0
benign/image/synthetic_benign_085.png,benign/mask/synthetic_benign_085_mask.png,benign,0
benign/image/synthetic_benign_086.png,benign/mask/synthetic_benign_086_mask.png,benign,0
benign/image/synthetic_benign_087.png,benign/mask/synthetic_benign_087_mask.png,benign,0
benign/image/synthetic_benign_088.png,benign/mask/synthetic_benign_088_mask.png,benign,0
benign/image/synthetic_benign_089.png,benign/mask/synthetic_benign_089_mask.png,benign,0
benign/image/synthetic_benign_090.png,benign/mask/synthetic_benign_090_mask.png,benign,0
benign/image/synthetic_benign_091.png,benign/mask/synthetic_benign_091_mask.png,benign,0
benign/image/synthetic_benign_092.png,benign/mask/synthetic_benign_092_mask.png,benign,0
benign/image/synthetic_benign_093.png,benign/mask/synthetic_benign_093_mask.png,benign,0
benign/image/synthetic_benign_094.png,benign/mask/synthetic_benign_094_mask.png,benign,0
benign/image/synthetic_benign_095.png,benign/mask/synthetic_benign_095_mask.png,benign,0
benign/image/synthetic_benign_096.png,benign/mask/synthetic_benign_096_mask.png,benign,0
benign/image/synthetic_benign_097.png,benign/mask/synthetic_benign_097_mask.png,benign,0
benign/image/synthetic_benign_098.png,benign/mask/synthetic_benign_098_mask.png,benign,0
benign/image/synthetic_benign_099.png,benign/mask/synthetic_benign_099_mask.png,benign,0
benign/image/synthetic_benign_100.png,benign/mask/synthetic_benign_100_mask.png,benign,0
benign/image/synthetic_benign_101.png,benign/mask/synthetic_benign_101_mask.png,benign,0
benign/image/synthetic_benign_102.png,benign/mask/synthetic_benign_102_mask.png,benign,0
benign/image/synthetic_benign_103.png,benign/mask/synthetic_benign_103_mask.png,benign,0
benign/image/synthetic_benign_104.png,benign/mask/synthetic_benign_104_mask.png,benign,0
benign/image/synthetic_benign_105.png,benign/mask/synthetic_benign_105_mask.png,benign,0
benign/image/synthetic_benign_106.png,benign/mask/synthetic_benign_106_mask.png,benign,0
benign/image/synthetic_benign_107.png,benign/mask/synthetic_benign_107_mask.png,benign,0
benign/image/synthetic_benign_108.png,benign/mask/synthetic_benign_108_mask.png,benign,0
benign/image/synthetic_benign_109.png,benign/mask/synthetic_benign_109_mask.png,benign,0
benign/image/synthetic_benign_110.png,benign/mask/synthetic_benign_110_mask.png,benign,0
benign/image/synthetic_benign_111.png,benign/mask/synthetic_benign_111_mask.png,benign,0
benign/image/synthetic_benign_112.png,benign/mask/synthetic_benign_112_mask.png,benign,0
benign/image/synthetic_benign_113.png,benign/mask/synthetic_benign_113_mask.png,benign,0
benign/image/synthetic_benign_114.png,benign/mask/synthetic_benign_114_mask.png,benign,0
benign/image/synthetic_benign_115.png,benign/mask/synthetic_benign_115_mask.png,benign,0
benign/image/synthetic_benign_116.png,benign/mask/synthetic_benign_116_mask.png,benign,0
benign/image/synthetic_benign_117.png,benign/mask/synthetic_benign_117_mask.png,benign,0
benign/image/synthetic_benign_118.png,benign/mask/synthetic_benign_118_mask.png,benign,0
benign/image/synthetic_benign_119.png,benign/mask/synthetic_benign_119_mask.png,benign,0
benign/image/synthetic_benign_120.png,benign/mask/synthetic_benign_120_mask.png,benign,0
benign/image/synthetic_benign_121.png,benign/mask/synthetic_benign_121_mask.png,benign,0
benign/image/synthetic_benign_122.png,benign/mask/synthetic_benign_122_mask.png,benign,0
benign/image/synthetic_benign_123.png,benign/mask/synthetic_benign_123_mask.png,benign,0
benign/image/synthetic_benign_124.png,benign/mask/synthetic_benign_124_mask.png,benign,0
benign/image/synthetic_benign_125.png,benign/mask/synthetic_benign_125_mask.png,benign,0
benign/image/synthetic_benign_126.png,benign/mask/synthetic_benign_126_mask.png,benign,0
benign/image/synthetic_benign_127.png,benign/mask/synthetic_benign_127_mask.png,benign,0
benign/image/synthetic_benign_128.png,benign/mask/synthetic_benign_128_mask.png,benign,0
benign/image/synthetic_benign_129.png,benign/mask/synthetic_benign_129_mask.png,benign,0
benign/image/synthetic_benign_130.png,benign/mask/synthetic_benign_130_mask.png,benign,0
benign/image/synthetic_benign_131.png,benign/mask/synthetic_benign_131_mask.png,benign,0
benign/image/synthetic_benign_132.png,benign/mask/synthetic_benign_132_mask.png,benign,0
benign/image/synthetic_benign_133.png,benign/mask/synthetic_benign_133_mask.png,benign,0
benign/image/synthetic_benign_134.png,benign/mask/synthetic_benign_134_mask.png,benign,0
benign/image/synthetic_benign_135.png,benign/mask/synthetic_benign_135_mask.png,benign,0
benign/image/synthetic_benign_136.png,benign/mask/synthetic_benign_136_mask.png,benign,0
benign/image/synthetic_benign_137.png,benign/mask/synthetic_benign_137_mask.png,benign,0
benign/image/synthetic_benign_138.png,benign/mask/synthetic_benign_138_mask.png,benign,0
benign/image/synthetic_benign_139.png,benign/mask/synthetic_benign_139_mask.png,benign,0
benign/image/synthetic_benign_140.png,benign/mask/synthetic_benign_140_mask.png,benign,0
benign/image/synthetic_benign_141.png,benign/mask/synthetic_benign_141_mask.png,benign,0
benign/image/synthetic_benign_142.png,benign/mask/synthetic_benign_142_mask.png,benign,0
benign/image/synthetic_benign_143.png,benign/mask/synthetic_benign_143_mask.png,benign,0
benign/image/synthetic_benign_144.png,benign/mask/synthetic_benign_144_mask.png,benign,0
benign/image/synthetic_benign_145.png,benign/mask/synthetic_benign_145_mask.png,benign,0
benign/image/synthetic_benign_146.png,benign/mask/synthetic_benign_146_mask.png,benign,0
benign/image/synthetic_benign_147.png,benign/mask/synthetic_benign_147_mask.png,benign,0
benign/image/synthetic_benign_148.png,benign/mask/synthetic_benign_148_mask.png,benign,0
benign/image/synthetic_benign_149.png,benign/mask/synthetic_benign_149_mask.png,benign,0
benign/image/synthetic_benign_150.png,benign/mask/synthetic_benign_150_mask.png,benign,0
benign/image/synthetic_benign_151.png,benign/mask/synthetic_benign_151_mask.png,benign,0
benign/image/synthetic_benign_152.png,benign/mask/synthetic_benign_152_mask.png,benign,0
benign/image/synthetic_benign_153.png,benign/mask/synthetic_benign_153_mask.png,benign,0
benign/image/synthetic_benign_154.png,benign/mask/synthetic_benign_154_mask.png,benign,0
benign/image/synthetic_benign_155.png,benign/mask/synthetic_benign_155_mask.png,benign,0
benign/image/synthetic_benign_156.png,benign/mask/synthetic_benign_156_mask.png,benign,0
benign/image/synthetic_benign_157.png,benign/mask/synthetic_benign_157_mask.png,benign,0
benign/image/synthetic_benign_158.png,benign/mask/synthetic_benign_158_mask.png,benign,0
benign/image/synthetic_benign_159.png,benign/mask/synthetic_benign_159_mask.png,benign,0
benign/image/synthetic_benign_160.png,benign/mask/synthetic_benign_160_mask.png,benign,0
benign/image/synthetic_benign_161.png,benign/mask/synthetic_benign_161_mask.png,benign,0
benign/image/synthetic_benign_162.png,benign/mask/synthetic_benign_162_mask.png,benign,0
benign/image/synthetic_benign_163.png,benign/mask/synthetic_benign_163_mask.png,benign,0
benign/image/synthetic_benign_164.png,benign/mask/synthetic_benign_164_mask.png,benign,0
benign/image/synthetic_benign_165.png,benign/mask/synthetic_benign_165_mask.png,benign,0
benign/image/synthetic_benign_166.png,benign/mask/synthetic_benign_166_mask.png,benign,0
benign/image/synthetic_benign_167.png,benign/mask/synthetic_benign_167_mask.png,benign,0
benign/image/synthetic_benign_168.png,benign/mask/synthetic_benign_168_mask.png,benign,0
benign/image/synthetic_benign_169.png,benign/mask/synthetic_benign_169_mask.png,benign,0
benign/image/synthetic_benign_170.png,benign/mask/synthetic_benign_170_mask.png,benign,0
benign/image/synthetic_benign_171.png,benign/mask/synthetic_benign_171_mask.png,benign,0
benign/image/synthetic_benign_172.png,benign/mask/synthetic_benign_172_mask.png,benign,0
benign/image/synthetic_benign_173.png,benign/mask/synthetic_benign_173_mask.png,benign,0
benign/image/synthetic_benign_174.png,benign/mask/synthetic_benign_174_mask.png,benign,0
benign/image/synthetic_benign_175.png,benign/mask/synthetic_benign_175_mask.png,benign,0
malignant/image/synthetic_malignant_001.png,malignant/mask/synthetic_malignant_001_mask.png,malignant,1
malignant/image/synthetic_malignant_002.png,malignant/mask/synthetic_malignant_002_mask.png,malignant,1
malignant/image/synthetic_malignant_003.png,malignant/mask/synthetic_malignant_003_mask.png,malignant,1
malignant/image/synthetic_malignant_004.png,malignant/mask/synthetic_malignant_004_mask.png,malignant,1
malignant/image/synthetic_malignant_005.png,malignant/mask/synthetic_malignant_005_mask.png,malignant,1
malignant/image/synthetic_malignant_006.png,malignant/mask/synthetic_malignant_006_mask.png,malignant,1
malignant/image/synthetic_malignant_007.png,malignant/mask/synthetic_malignant_007_mask.png,malignant,1
malignant/image/synthetic_malignant_008.png,malignant/mask/synthetic_malignant_008_mask.png,malignant,1
malignant/image/synthetic_malignant_009.png,malignant/mask/synthetic_malignant_009_mask.png,malignant,1
malignant/image/synthetic_malignant_010.png,malignant/mask/synthetic_malignant_010_mask.png,malignant,1
malignant/image/synthetic_malignant_011.png,malignant/mask/synthetic_malignant_011_mask.png,malignant,1
malignant/image/synthetic_malignant_012.png,malignant/mask/synthetic_malignant_012_mask.png,malignant,1
malignant/image/synthetic_malignant_013.png,malignant/mask/synthetic_malignant_013_mask.png,malignant,1
malignant/image/synthetic_malignant_014.png,malignant/mask/synthetic_malignant_014_mask.png,malignant,1
malignant/image/synthetic_malignant_015.png,malignant/mask/synthetic_malignant_015_mask.png,malignant,1
malignant/image/synthetic_malignant_016.png,malignant/mask/synthetic_malignant_016_mask.png,malignant,1
malignant/image/synthetic_malignant_017.png,malignant/mask/synthetic_malignant_017_mask.png,malignant,1
malignant/image/synthetic_malignant_018.png,malignant/mask/synthetic_malignant_018_mask.png,malignant,1
malignant/image/synthetic_malignant_019.png,malignant/mask/synthetic_malignant_019_mask.png,malignant,1
malignant/image/synthetic_malignant_020.png,malignant/mask/synthetic_malignant_020_mask.png,malignant,1
malignant/image/synthetic_malignant_021.png,malignant/mask/synthetic_malignant_021_mask.png,malignant,1
malignant/image/synthetic_malignant_022.png,malignant/mask/synthetic_malignant_022_mask.png,malignant,1
malignant/image/synthetic_malignant_023.png,malignant/mask/synthetic_malignant_023_mask.png,malignant,1
malignant/image/synthetic_malignant_024.png,malignant/mask/synthetic_malignant_024_mask.png,malignant,1
malignant/image/synthetic_malignant_025.png,malignant/mask/synthetic_malignant_025_mask.png,malignant,1
malignant/image/synthetic_malignant_026.png,malignant/mask/synthetic_malignant_026_mask.png,malignant,1
malignant/image/synthetic_malignant_027.png,malignant/mask/synthetic_malignant_027_mask.png,malignant,1
malignant/image/synthetic_malignant_028.png,malignant/mask/synthetic_malignant_028_mask.png,malignant,1
malignant/image/synthetic_malignant_029.png,malignant/mask/synthetic_malignant_029_mask.png,malignant,1
malignant/image/synthetic_malignant_030.png,malignant/mask/synthetic_malignant_030_mask.png,malignant,1
malignant/image/synthetic_malignant_031.png,malignant/mask/synthetic_malignant_031_mask.png,malignant,1
malignant/image/synthetic_malignant_032.png,malignant/mask/synthetic_malignant_032_mask.png,malignant,1
malignant/image/synthetic_malignant_033.png,malignant/mask/synthetic_malignant_033_mask.png,malignant,1
malignant/image/synthetic_malignant_034.png,malignant/mask/synthetic_malignant_034_mask.png,malignant,1
malignant/image/synthetic_malignant_035.png,malignant/mask/synthetic_malignant_035_mask.png,malignant,1
malignant/image/synthetic_malignant_036.png,malignant/mask/synthetic_malignant_036_mask.png,malignant,1
malignant/image/synthetic_malignant_037.png,malignant/mask/synthetic_malignant_037_mask.png,malignant,1
malignant/image/synthetic_malignant_038.png,malignant/mask/synthetic_malignant_038_mask.png,malignant,1
malignant/image/synthetic_malignant_039.png,malignant/mask/synthetic_malignant_039_mask.png,malignant,1
malignant/image/synthetic_malignant_040.png,malignant/mask/synthetic_malignant_040_mask.png,malignant,1
malignant/image/synthetic_malignant_041.png,malignant/mask/synthetic_malignant_041_mask.png,malignant,1
malignant/image/synthetic_malignant_042.png,malignant/mask/synthetic_malignant_042_mask.png,malignant,1
malignant/image/synthetic_malignant_043.png,malignant/mask/synthetic_malignant_043_mask.png,malignant,1
malignant/image/synthetic_malignant_044.png,malignant/mask/synthetic_malignant_044_mask.png,malignant,1
malignant/image/synthetic_malignant_045.png,malignant/mask/synthetic_malignant_045_mask.png,malignant,1
malignant/image/synthetic_malignant_046.png,malignant/mask/synthetic_malignant_046_mask.png,malignant,1
malignant/image/synthetic_malignant_047.png,malignant/mask/synthetic_malignant_047_mask.png,malignant,1
malignant/image/synthetic_malignant_048.png,malignant/mask/synthetic_malignant_048_mask.png,malignant,1
malignant/image/synthetic_malignant_049.png,malignant/mask/synthetic_malignant_049_mask.png,malignant,1
malignant/image/synthetic_malignant_050.png,malignant/mask/synthetic_malignant_050_mask.png,malignant,1
malignant/image/synthetic_malignant_051.png,malignant/mask/synthetic_malignant_051_mask.png,malignant,1
malignant/image/synthetic_malignant_052.png,malignant/mask/synthetic_malignant_052_mask.png,malignant,1
malignant/image/synthetic_malignant_053.png,malignant/mask/synthetic_malignant_053_mask.png,malignant,1
malignant/image/synthetic_malignant_054.png,malignant/mask/synthetic_malignant_054_mask.png,malignant,1
malignant/image/synthetic_malignant_055.png,malignant/mask/synthetic_malignant_055_mask.png,malignant,1
malignant/image/synthetic_malignant_056.png,malignant/mask/synthetic_malignant_056_mask.png,malignant,1
malignant/image/synthetic_malignant_057.png,malignant/mask/synthetic_malignant_057_mask.png,malignant,1
malignant/image/synthetic_malignant_058.png,malignant/mask/synthetic_malignant_058_mask.png,malignant,1
malignant/image/synthetic_malignant_059.png,malignant/mask/synthetic_malignant_059_mask.png,malignant,1
malignant/image/synthetic_malignant_060.png,malignant/mask/synthetic_malignant_060_mask.png,malignant,1
malignant/image/synthetic_malignant_061.png,malignant/mask/synthetic_malignant_061_mask.png,malignant,1
malignant/image/synthetic_malignant_062.png,malignant/mask/synthetic_malignant_062_mask.png,malignant,1
malignant/image/synthetic_malignant_063.png,malignant/mask/synthetic_malignant_063_mask.png,malignant,1
malignant/image/synthetic_malignant_064.png,malignant/mask/synthetic_malignant_064_mask.png,malignant,1
malignant/image/synthetic_malignant_065.png,malignant/mask/synthetic_malignant_065_mask.png,malignant,1
malignant/image/synthetic_malignant_066.png,malignant/mask/synthetic_malignant_066_mask.png,malignant,1
malignant/image/synthetic_malignant_067.png,malignant/mask/synthetic_malignant_067_mask.png,malignant,1
malignant/image/synthetic_malignant_068.png,malignant/mask/synthetic_malignant_068_mask.png,malignant,1
malignant/image/synthetic_malignant_069.png,malignant/mask/synthetic_malignant_069_mask.png,malignant,1
malignant/image/synthetic_malignant_070.png,malignant/mask/synthetic_malignant_070_mask.png,malignant,1
malignant/image/synthetic_malignant_071.png,malignant/mask/synthetic_malignant_071_mask.png,malignant,1
malignant/image/synthetic_malignant_072.png,malignant/mask/synthetic_malignant_072_mask.png,malignant,1
malignant/image/synthetic_malignant_073.png,malignant/mask/synthetic_malignant_073_mask.png,malignant,1
malignant/image/synthetic_malignant_074.png,malignant/mask/synthetic_malignant_074_mask.png,malignant,1
malignant/image/synthetic_malignant_075.png,malignant/mask/synthetic_malignant_075_mask.png,malignant,1
malignant/image/synthetic_malignant_076.png,malignant/mask/synthetic_malignant_076_mask.png,malignant,1
malignant/image/synthetic_malignant_077.png,malignant/mask/synthetic_malignant_077_mask.png,malignant,1
malignant/image/synthetic_malignant_078.png,malignant/mask/synthetic_malignant_078_mask.png,malignant,1
malignant/image/synthetic_malignant_079.png,malignant/mask/synthetic_malignant_079_mask.png,malignant,1
malignant/image/synthetic_malignant_080.png,malignant/mask/synthetic_malignant_080_mask.png,malignant,1
malignant/image/synthetic_malignant_081.png,malignant/mask/synthetic_malignant_081_mask.png,malignant,1
malignant/image/synthetic_malignant_082.png,malignant/mask/synthetic_malignant_082_mask.png,malignant,1
malignant/image/synthetic_malignant_083.png,malignant/mask/synthetic_malignant_083_mask.png,malignant,1
malignant/image/synthetic_malignant_084.png,malignant/mask/synthetic_malignant_084_mask.png,malignant,1
malignant/image/synthetic_malignant_085.png,malignant/mask/synthetic_malignant_085_mask.png,malignant,1
malignant/image/synthetic_malignant_086.png,malignant/mask/synthetic_malignant_086_mask.png,malignant,1
malignant/image/synthetic_malignant_087.png,malignant/mask/synthetic_malignant_087_mask.png,malignant,1
malignant/image/synthetic_malignant_088.png,malignant/mask/synthetic_malignant_088_mask.png,malignant,1
malignant/image/synthetic_malignant_089.png,malignant/mask/synthetic_malignant_089_mask.png,malignant,1
